Continent,Country or State,Province or City,Shop Name,Shop Age,PC Make,PC Model,Storage Type,Sales Person Name,Sales Person Department,Cost Price,Sale Price,Payment Method,Discount Amount,Purchase Date,Ship Date,Finance Amount,RAM,Credit Score,Channel,Priority,Cost of Repairs,Total Sales per Employee,PC Market Price,Storage Capacity
Africa,South Africa,Mpumalanga,LJ Computers,9,Apple,Apple PowerBook G4,HDD,Mrs. Barbara Davenport,Second-hand Sales,3942,7549,Finance,719,2021-05-20,,23393,4GB,721,Offline,Medium,0,347,6686,256GB
Africa,Ethiopia,Afar,ABC Computers,6,Dell,Inspiron,SSD,Joseph Good,Second-hand Sales,11533,13687,Finance,494,2022-02-01,,5260,8GB,463,Offline,Low,0,647,11839,500GB
Africa,Angola,Moxico,ABC Computers,8,Toshiba,Tecra,SSD,John Graham,Second-hand Sales,25038,27150,Bank Transfer,724,2021-09-24,2021-10-08,0,16GB,729,Online,High,0,645,25120,1TB
North America,New York,Long Beach,Benjis Tech,2,Samsung,Notebook 5,HDD,Kelsey Olson,New Sales,13981,17010,Cash,130,2023-04-07,2023-04-25,0,2GB,731,Online,Low,0,962,14758,500GB
Africa,Angola,Lunda Norte,S & A Computer Place,3,MSI,P65 Creator,SSD,Kimberly Duncan,Second-hand Sales,18266,22527,Bank Transfer,606,2021-07-21,,0,16GB,680,Offline,Medium,0,536,20101,1TB
Africa,Nigeria,Jigawa,Ricks Computers,9,Toshiba,Portege,HDD,Brian Gonzales,Repairs,5205,9848,Finance,666,2023-06-22,2023-07-22,37970,4GB,622,Online,Medium,1745,709,6826,500GB
North America,Georgia,Sandy Springs,Mini Tech,8,MSI,GS66 Stealth,SSD,Rebecca Brown,Returns,22611,25611,Finance,675,2023-02-21,2023-03-07,17278,4GB,709,Online,Low,0,537,22823,256GB
Africa,Morocco,El Jadida,Mini Tech,5,Lenovo,ThinkPad P15s,SSD,John Whitney,Repairs,28443,30986,Bank Transfer,429,2023-03-28,,0,8GB,619,Offline,Medium,2661,855,30157,500GB
North America,North Carolina,Goldsboro,LJ Computers,2,Lenovo,ThinkPad T14,HDD,Brittany Franklin,New Sales,18906,23004,Finance,174,2022-01-19,,3971,8GB,571,Offline,Low,0,634,21976,256GB
North America,Michigan,Jackson,S & A Computer Place,1,Samsung,Notebook 5,SSD,Allen Juarez,Second-hand Sales,10140,12147,Finance,629,2022-02-20,2022-03-08,39141,4GB,788,Online,High,0,254,11199,256GB
North America,Pennsylvania,State College,KyaSand Tech Gadgets,1,Lenovo,IdeaCentre AIO 3,SSD,Carl Davis,Repairs,18559,20733,Cash,255,2022-04-24,,0,2GB,813,Offline,Low,1268,496,19994,256GB
North America,Georgia,Alpharetta,ABC Computers,4,Asus,ExpertBook B9,SSD,Joe Thomas,Returns,4936,9688,Finance,559,2023-07-09,2023-07-10,17381,16GB,530,Online,High,0,428,7279,1TB
Africa,Botswana,North-East,KyaSand Tech Gadgets,2,Apple,Apple Macintosh Classic,SSD,Lisa Williams,Second-hand Sales,28045,31979,Bank Transfer,866,2022-04-01,2022-04-28,0,16GB,825,Online,Low,0,974,30178,1TB
North America,Illinois,Joliet,Frankies Hardware and Software,3,Asus,ZenBook UX425,HDD,Daniel Serrano,Returns,12813,15786,Finance,666,2022-07-22,,31216,8GB,448,Offline,Medium,0,996,14097,256GB
North America,Pennsylvania,New Castle,S & A Computer Place,3,HP,Spectre,SSD,Leah Watts,Second-hand Sales,8530,11819,Bank Transfer,305,2021-05-27,,0,8GB,534,Offline,High,0,918,11010,1TB
North America,North Carolina,Kannapolis,Ricks Computers,1,Dell,G Series,HDD,Catherine Cuevas,Repairs,8925,11390,Bank Transfer,474,2021-08-27,2021-09-21,0,2GB,541,Online,Low,4581,712,10490,500GB
North America,Florida,Tallahassee,CK Tech Store,2,Apple,Apple PowerBook G4,HDD,Tanya Mcclure,Second-hand Sales,29608,34052,Finance,810,2024-01-20,2024-02-17,4716,4GB,766,Online,Low,0,642,33342,256GB
North America,Michigan,Warren,Frankies Hardware and Software,9,Asus,ProArt StudioBook Pro X,HDD,Teresa Martin,New Sales,23759,28724,Bank Transfer,475,2021-12-05,,0,16GB,714,Offline,Low,0,568,26857,500GB
Africa,Angola,Huila,ABC Computers,4,Asus,ZenBook Flip S UX371,SSD,Ruben Snow,Returns,9232,12212,Bank Transfer,348,2022-06-07,,0,2GB,838,Offline,Low,0,451,10133,1TB
Africa,Egypt,New Valley,GH PC Shop,10,Apple,Apple Macintosh Classic,HDD,Evan Scott,Repairs,3095,6614,Bank Transfer,175,2024-02-22,2024-03-13,0,2GB,839,Online,High,3050,664,5956,1TB
North America,New York,Long Island City,Jacks Hardware,9,Lenovo,ThinkPad X13 Yoga,HDD,Victoria Hodges,Returns,9231,11877,Cash,890,2023-07-29,2023-08-03,0,16GB,630,Online,Low,0,72,11490,500GB
Africa,Angola,Huambo,DEF Machines,5,Toshiba,Qosmio,HDD,Kenneth Willis,New Sales,21438,25736,Cash,157,2023-01-23,,0,4GB,456,Offline,High,0,193,21942,256GB
North America,Ohio,Cleveland,A & A PCs,9,Dell,Precision,HDD,Erin Tucker,Returns,5413,8675,Finance,826,2022-10-14,,1198,4GB,606,Offline,Medium,0,908,5547,500GB
North America,Pennsylvania,Wilkes-Barre,DEF Machines,5,Apple,Apple MacBook Pro,SSD,Leah Watts,Returns,19649,22601,Bank Transfer,206,2021-11-16,,0,4GB,562,Offline,High,0,560,19941,500GB
Africa,Ghana,Upper East,Ricks Computers,4,Apple,Apple Mac Pro,HDD,Jonathan Miller,New Sales,23414,25740,Bank Transfer,104,2023-07-19,,0,4GB,650,Offline,Medium,0,428,24661,256GB
Africa,South Africa,Free State,Ricks Computers,3,Asus,ZenBook UX425,SSD,Daniel Lane,New Sales,16295,18898,Bank Transfer,845,2024-03-06,,0,2GB,642,Offline,Low,0,976,18786,1TB
North America,North Carolina,Rocky Mount,Jacks Hardware,5,Apple,Apple PowerBook G4,HDD,Craig Wheeler,Returns,21058,25723,Finance,700,2022-03-16,,33392,2GB,549,Offline,High,0,94,22165,1TB
Africa,Kenya,West Pokot,Western International PCs,1,Dell,Inspiron,HDD,Danielle Cole,Repairs,28654,30838,Finance,382,2022-01-27,2022-02-14,10111,4GB,515,Online,High,1022,584,29470,500GB
Africa,Angola,Lunda Sul,GHI Machines,9,Dell,Venue,HDD,James Thornton,New Sales,24054,27962,Finance,480,2021-06-05,2021-07-03,19645,8GB,822,Online,Low,0,371,26255,500GB
North America,Michigan,Westland,LJ Computers,4,Acer,Aspire E 15,SSD,Rebecca Smith,Returns,8140,10240,Cash,696,2023-03-28,2023-03-30,0,4GB,640,Online,High,0,390,9561,256GB
North America,North Carolina,Salisbury,Benjis Tech,2,Asus,ROG Strix Scar III,HDD,Craig Wheeler,Second-hand Sales,5891,9936,Finance,934,2021-11-07,,11494,2GB,420,Offline,Medium,0,510,8941,256GB
Africa,Morocco,Chichaoua,LJ Computers,5,Microsoft,Surface Book,HDD,Jessica Thomas,Returns,18764,23472,Finance,317,2023-06-22,2023-07-15,8380,16GB,809,Online,High,0,642,20967,256GB
Africa,Ghana,Greater Accra,GHI Machines,5,HP,ZBook,HDD,Stephen Harmon,Returns,29409,31702,Bank Transfer,235,2023-09-10,,0,4GB,792,Offline,Low,0,472,31122,1TB
Africa,Ethiopia,Afar,LJ Computers,7,Microsoft,Surface Go,SSD,Thomas Ramos,New Sales,19750,23943,Cash,797,2022-11-29,,0,16GB,642,Offline,Low,0,817,23851,256GB
North America,Georgia,Macon,ABC Computers,2,Dell,Venue,HDD,Ashley Thomas,Returns,18971,23054,Bank Transfer,16,2022-07-13,2022-08-09,0,8GB,709,Online,High,0,10,20971,1TB
North America,Pennsylvania,Hazleton,XYZ Tech,9,MSI,GP76 Leopard,SSD,Carl Davis,Repairs,29937,34454,Finance,100,2021-10-18,2021-10-27,7816,2GB,485,Online,Medium,4353,252,30765,500GB
North America,California,Fontana,A & A PCs,1,Acer,Chromebook Spin 311,HDD,Linda Perez,Returns,22150,25262,Cash,678,2024-02-03,2024-02-16,0,16GB,426,Online,High,0,762,24263,500GB
Africa,Nigeria,Kwara,Greens Laptops and PCs,9,Lenovo,ThinkPad X13 Yoga,SSD,Brian Gonzales,Second-hand Sales,6875,9978,Finance,189,2023-08-10,2023-08-15,44552,2GB,453,Online,Low,0,160,8244,1TB
Africa,Angola,Huambo,Mini Tech,2,MSI,GF63 Thin,SSD,John Graham,Repairs,8137,11734,Bank Transfer,642,2022-08-27,2022-08-31,0,2GB,485,Online,Low,4267,808,9303,500GB
North America,Michigan,Muskegon,DEF Machines,2,Toshiba,Libretto,HDD,Allen Juarez,New Sales,24055,28445,Cash,148,2022-05-29,,0,16GB,426,Offline,Low,0,260,28424,256GB
Africa,Tanzania,Geita,Greens Laptops and PCs,6,Toshiba,Tecra,HDD,Alicia Evans,Returns,12241,15158,Finance,965,2024-01-26,2024-02-19,13349,8GB,661,Online,High,0,338,12530,500GB
Africa,Kenya,Kakamega,S & A Computer Place,3,Acer,Aspire E 15,HDD,Amy Johnson,Returns,18771,21217,Bank Transfer,229,2022-02-18,,0,8GB,724,Offline,Medium,0,404,19388,500GB
Africa,Kenya,Kitui,Greens Laptops and PCs,1,Toshiba,Qosmio,SSD,Cassandra Mcmillan,Second-hand Sales,2537,6537,Finance,88,2023-02-02,2023-02-19,6467,16GB,652,Online,Low,0,522,2880,256GB
North America,Texas,Plano,ABC Computers,10,Samsung,Galaxy Book S,SSD,Amanda Brown,New Sales,20870,23122,Bank Transfer,989,2021-11-16,2021-11-18,0,8GB,592,Online,Medium,0,820,22249,1TB
North America,Illinois,Schaumburg,S & A Computer Place,10,Samsung,Notebook Flash,HDD,Jason Phillips,Second-hand Sales,28253,31518,Cash,802,2021-08-31,2021-09-21,0,16GB,846,Online,Medium,0,786,30187,500GB
Africa,Ghana,Brong-Ahafo,ABC Computers,2,Apple,Apple Macintosh Classic,HDD,Kevin Lee,Returns,27060,30516,Finance,45,2023-04-01,2023-04-30,45596,8GB,702,Online,Low,0,655,27956,1TB
Africa,Nigeria,Sokoto,Western International PCs,1,Dell,Latitude,SSD,Brian Gonzales,Repairs,14500,18867,Cash,731,2021-11-19,,0,2GB,822,Offline,High,4887,289,15033,1TB
North America,New York,Schenectady,Greens Laptops and PCs,5,MSI,P65 Creator,HDD,Natalie Jimenez,Repairs,15658,17672,Finance,435,2021-12-31,2022-01-12,13989,2GB,570,Online,High,1204,707,17192,1TB
Africa,Morocco,Marrakesh-Safi,Mini Tech,9,Samsung,Notebook 7 Spin,SSD,Emma Scott,Repairs,4900,8459,Cash,626,2021-04-16,,0,8GB,736,Offline,Medium,3095,827,6858,1TB
Africa,Kenya,Kakamega,DEF Machines,10,Acer,Spin 5,HDD,Christopher Santos,New Sales,9906,13423,Finance,904,2022-02-14,2022-03-08,19686,4GB,679,Online,Medium,0,393,10513,500GB
North America,California,Oceanside,Jacks Hardware,2,Lenovo,IdeaCentre AIO 3,HDD,Amber Montgomery,Returns,5138,9599,Finance,356,2022-01-18,2022-01-19,43833,16GB,593,Online,High,0,498,5589,1TB
North America,Ohio,Strongsville,Jacks Hardware,3,Apple,Apple MacBook Air,HDD,Diamond Baker,New Sales,22223,27222,Cash,264,2024-01-22,2024-02-13,0,2GB,450,Online,Low,0,268,26132,256GB
Africa,Kenya,Tharaka-Nithi,LJ Computers,7,MSI,GS75 Stealth,HDD,Misty Green,Repairs,13725,17325,Cash,74,2024-02-22,2024-03-08,0,16GB,698,Online,Low,2548,681,15905,500GB
Africa,Nigeria,Delta,XYZ Tech,8,Dell,Venue,SSD,Brian Gonzales,Second-hand Sales,20198,23181,Bank Transfer,181,2021-06-05,,0,4GB,842,Offline,High,0,561,22645,256GB
Africa,Nigeria,Adamawa,ABC Computers,3,Samsung,Notebook Odyssey,SSD,Timothy Leach,New Sales,29454,33888,Bank Transfer,209,2022-11-28,2022-12-08,0,8GB,531,Online,High,0,947,32041,256GB
Africa,Botswana,Central,Western International PCs,1,HP,Pavilion,HDD,Madison Davis,Second-hand Sales,3824,7730,Bank Transfer,39,2022-12-23,2023-01-01,0,16GB,417,Online,Low,0,296,6994,1TB
North America,Ohio,Springfield,A & A PCs,1,Acer,Nitro 5,HDD,Melissa Fernandez,Second-hand Sales,22920,26699,Bank Transfer,853,2022-02-17,,0,2GB,691,Offline,High,0,75,23224,500GB
Africa,South Africa,KwaZulu-Natal,CK Tech Store,7,Samsung,Galaxy Book S,SSD,Daniel Lane,New Sales,28614,31924,Bank Transfer,958,2023-04-09,2023-04-21,0,8GB,502,Online,Medium,0,807,29206,256GB
Africa,Botswana,Southern,ABC Computers,3,MSI,Modern 15,SSD,Lisa Williams,Returns,15766,18301,Bank Transfer,53,2023-12-16,,0,8GB,656,Offline,High,0,664,17535,1TB
Africa,South Africa,Mpumalanga,XYZ Tech,5,Toshiba,Dynabook,SSD,Jonathan Huang,Returns,24665,29233,Bank Transfer,97,2021-07-30,,0,2GB,653,Offline,Medium,0,659,27424,256GB
North America,New York,New Rochelle,S & A Computer Place,6,Asus,VivoBook S14,SSD,Ashley Miranda,New Sales,5857,8243,Cash,171,2023-10-09,,0,4GB,783,Offline,Medium,0,473,6056,500GB
Africa,Ethiopia,Benishangul-Gumuz,KyaSand Tech Gadgets,5,HP,Stream,HDD,Thomas Ramos,New Sales,16955,19626,Bank Transfer,17,2023-06-29,2023-07-27,0,2GB,506,Online,High,0,579,17349,1TB
North America,Ohio,Lorain,Western International PCs,4,HP,Omen,HDD,Melissa Fernandez,New Sales,14378,17157,Cash,833,2022-11-27,,0,16GB,451,Offline,Medium,0,354,17052,1TB
North America,Ohio,Cincinnati,CK Tech Store,7,Apple,Apple Mac Mini,SSD,Jason Gentry,Returns,9361,13365,Finance,691,2022-03-19,,10396,16GB,816,Offline,Medium,0,825,9915,1TB
Africa,Kenya,Murang’a,Mini Tech,2,Acer,ConceptD 5,SSD,Christopher Santos,New Sales,16402,20656,Finance,107,2023-10-07,2023-11-03,24669,4GB,525,Online,Low,0,590,18166,1TB
Africa,Nigeria,Jigawa,GH PC Shop,1,Samsung,Notebook Flash,HDD,Timothy Leach,Repairs,7309,9640,Finance,250,2023-05-26,,47110,2GB,798,Offline,Low,3630,767,8013,1TB
Africa,Botswana,Central,S & A Computer Place,1,Toshiba,Qosmio,SSD,Carrie Gonzalez,Second-hand Sales,27030,31540,Bank Transfer,843,2022-08-01,,0,8GB,642,Offline,Low,0,762,31254,500GB
North America,Michigan,Royal Oak,Ricks Computers,10,Asus,ProArt StudioBook Pro X,SSD,Elizabeth Martinez,Repairs,21125,24104,Finance,62,2023-06-27,2023-07-11,44527,16GB,725,Online,Medium,3589,336,22927,500GB
Africa,Egypt,Luxor,Western International PCs,4,MSI,GS66 Stealth,HDD,Kelly Christian,Repairs,20192,23310,Finance,962,2023-01-02,,29117,8GB,781,Offline,Low,2371,311,22881,256GB
Africa,Kenya,Wajir,Benjis Tech,9,Microsoft,Surface Studio,SSD,Tonya Nolan,Repairs,28797,33002,Bank Transfer,361,2023-02-21,2023-03-18,0,16GB,731,Online,Low,1411,29,29342,500GB
Africa,Angola,Luanda,S & A Computer Place,3,Lenovo,ThinkPad X1 Carbon,HDD,Kimberly Duncan,Repairs,19782,23781,Cash,705,2023-02-09,2023-03-09,0,16GB,751,Online,Medium,4473,685,21129,1TB
North America,North Carolina,Jacksonville,Jacks Hardware,8,Acer,Nitro 5,SSD,Brady Walton,Second-hand Sales,20737,25663,Finance,351,2023-11-05,,31549,8GB,821,Offline,High,0,160,23837,256GB
North America,Texas,Garland,GHI Machines,6,Samsung,Notebook 9,HDD,Courtney Morgan,Returns,9721,12868,Bank Transfer,354,2021-06-11,2021-06-13,0,8GB,585,Online,High,0,871,11227,500GB
North America,North Carolina,Wilmington,ABC Computers,3,Toshiba,Satellite,SSD,Catherine Cuevas,Returns,26557,30706,Finance,131,2022-09-28,,18798,16GB,504,Offline,High,0,498,26710,1TB
North America,North Carolina,Chapel Hill,Greens Laptops and PCs,8,Lenovo,ThinkPad X1 Yoga,HDD,Robert Wood,Second-hand Sales,21753,25248,Bank Transfer,208,2022-03-02,2022-03-04,0,16GB,479,Online,Medium,0,915,22528,1TB
Africa,Ghana,Northern,Ricks Computers,10,Lenovo,ThinkPad X1 Yoga,SSD,Jessica Morgan,Returns,9626,12392,Finance,826,2022-12-04,,37641,8GB,404,Offline,Medium,0,636,12263,500GB
Africa,Angola,Cuando Cubango,Benjis Tech,4,Lenovo,IdeaPad 5,SSD,Kimberly Duncan,Second-hand Sales,4187,6737,Bank Transfer,998,2022-10-05,2022-10-29,0,4GB,792,Online,High,0,946,4474,1TB
Africa,Angola,Lunda Sul,ABC Computers,6,Apple,Apple Power Mac G5,SSD,Hector Robertson,New Sales,13496,16790,Finance,698,2021-06-22,2021-07-11,16299,8GB,764,Online,High,0,668,15366,500GB
North America,Ohio,Kettering,S & A Computer Place,5,Apple,Apple Macintosh Classic,HDD,Diamond Baker,Returns,5688,9801,Cash,831,2022-01-22,,0,2GB,465,Offline,High,0,105,5716,256GB
North America,New York,Garden City,Western International PCs,2,Acer,ConceptD 5,SSD,Ashley Miranda,Second-hand Sales,14826,18565,Finance,1000,2023-01-16,2023-02-10,41977,4GB,771,Online,Low,0,225,18074,500GB
North America,Michigan,Port Huron,A & A PCs,4,Acer,Aspire 5,HDD,Teresa Martin,Second-hand Sales,8215,12592,Finance,569,2021-10-21,,10189,4GB,651,Offline,High,0,727,8243,1TB
Africa,Ghana,Upper West,Benjis Tech,8,Apple,Apple PowerBook G4,SSD,Diana Ashley MD,Repairs,20147,23193,Bank Transfer,310,2023-04-23,2023-05-09,0,8GB,716,Online,Medium,2551,588,20597,1TB
Africa,Egypt,Dakahlia,Greens Laptops and PCs,4,HP,Probook,HDD,Michael Gibson,Returns,5077,7822,Cash,291,2022-01-02,,0,8GB,526,Offline,Medium,0,129,7440,1TB
North America,North Carolina,Gastonia,ABC Computers,7,Microsoft,Surface Book,SSD,Brady Walton,Repairs,7141,12081,Bank Transfer,195,2024-01-28,2024-02-24,0,4GB,605,Online,Medium,1610,388,12041,500GB
Africa,Tanzania,Simiyu,Ricks Computers,6,Microsoft,Surface Book,SSD,Corey Rasmussen,Repairs,13831,18702,Finance,630,2021-06-13,,43861,8GB,492,Offline,Low,3398,456,16591,256GB
Africa,Morocco,Taroudant,A & A PCs,4,Acer,Spin 5,HDD,Adam Schwartz,Second-hand Sales,24745,27187,Bank Transfer,89,2021-12-22,2022-01-03,0,4GB,419,Online,Low,0,401,25275,256GB
North America,Texas,Corpus Christi,LJ Computers,4,HP,Elitebook,HDD,Melanie Taylor,Returns,27944,31135,Cash,733,2021-03-24,,0,2GB,649,Offline,Medium,0,272,29620,256GB
Africa,Egypt,Monufia,GHI Machines,2,Apple,Apple MacBook Pro,HDD,Mario Daniel,Returns,3470,8093,Cash,602,2024-02-22,2024-03-14,0,16GB,555,Online,Medium,0,741,7927,256GB
North America,North Carolina,Fayetteville,DEF Machines,9,HP,Chromebook,HDD,Eric Hall,Second-hand Sales,10224,13018,Finance,33,2023-01-03,2023-01-30,47264,16GB,770,Online,High,0,672,12140,256GB
North America,California,Oceanside,ABC Computers,1,MSI,GL65 Leopard,HDD,Andrew Miranda,Returns,19350,22000,Cash,745,2021-12-07,,0,16GB,648,Offline,High,0,652,20922,500GB
Africa,Morocco,Meknes,ABC Computers,6,HP,ZBook,SSD,Adam Schwartz,New Sales,13758,17035,Finance,285,2022-07-04,,39313,4GB,548,Offline,Medium,0,773,15265,500GB
Africa,Botswana,Kweneng,Jacks Hardware,10,Apple,Apple iMac,SSD,Madison Davis,Second-hand Sales,22855,26509,Cash,69,2021-12-25,,0,2GB,673,Offline,High,0,717,22943,256GB
Africa,Morocco,Al Hoceima,GHI Machines,2,Microsoft,Surface Neo,HDD,Emma Scott,Returns,28370,31674,Cash,201,2021-05-23,,0,2GB,680,Offline,Medium,0,725,30788,1TB
Africa,Morocco,Meknes,GH PC Shop,4,Asus,Chromebook Flip C434,HDD,Adam Schwartz,Returns,9813,13660,Finance,35,2023-10-14,,17940,2GB,579,Offline,Medium,0,313,11363,500GB
Africa,Nigeria,Gombe,ABC Computers,3,HP,Pavilion,SSD,Collin Bryant,New Sales,13146,16794,Finance,438,2021-12-11,,34266,4GB,740,Offline,Medium,0,836,16168,1TB
Africa,Morocco,Guelmim-Oued Noun,GH PC Shop,7,Dell,Chromebook,SSD,John Whitney,Second-hand Sales,11502,15737,Cash,830,2021-11-11,2021-12-07,0,16GB,488,Online,Medium,0,776,15601,500GB
North America,North Carolina,Concord,Mini Tech,9,Asus,ExpertBook B9,HDD,Robert Wood,Repairs,29718,34321,Finance,128,2022-04-30,2022-05-30,41612,8GB,697,Online,Medium,1692,888,33493,500GB
Africa,Ghana,Upper West,Ricks Computers,6,Acer,Aspire 7,HDD,Diana Ashley MD,Returns,18590,22523,Cash,292,2022-02-04,2022-03-05,0,2GB,600,Online,High,0,177,19021,1TB
Africa,Kenya,Busia,Mini Tech,1,MSI,GS66 Stealth,HDD,Misty Green,Repairs,13623,17188,Cash,229,2022-04-04,2022-04-14,0,8GB,437,Online,High,4238,497,15188,256GB
Africa,South Africa,KwaZulu-Natal,GHI Machines,8,Toshiba,Portege,HDD,Pamela Zavala,Second-hand Sales,17435,21753,Bank Transfer,647,2023-02-27,2023-03-21,0,2GB,453,Online,Low,0,79,18569,500GB
Africa,Nigeria,Kaduna,LJ Computers,6,Apple,Apple Macintosh Classic,HDD,Pamela Morgan,Repairs,12109,16031,Cash,863,2023-09-12,,0,16GB,550,Offline,Medium,2479,385,15846,256GB
Africa,Morocco,Essaouira,ABC Computers,9,Dell,OptiPlex,HDD,John Whitney,New Sales,18476,20593,Bank Transfer,867,2021-11-03,,0,2GB,839,Offline,Low,0,481,20273,500GB
North America,North Carolina,Rocky Mount,ABC Computers,6,Dell,OptiPlex,HDD,Robert Wood,Returns,19250,24221,Finance,880,2023-07-04,,15911,16GB,826,Offline,Medium,0,689,22586,256GB
North America,New York,Hempstead,CK Tech Store,6,Toshiba,Libretto,HDD,Natalie Jimenez,Returns,6309,10546,Cash,813,2021-07-07,,0,2GB,470,Offline,High,0,951,9384,256GB
Africa,Angola,Lunda Sul,CK Tech Store,8,Dell,Precision,HDD,Lori Anderson,Repairs,16743,19655,Finance,330,2022-08-06,,42571,16GB,849,Offline,Low,1332,495,19348,256GB
North America,Pennsylvania,Harrisburg,Frankies Hardware and Software,5,Apple,Apple iMac,HDD,Julia Dodson,New Sales,4380,6483,Cash,881,2023-09-23,,0,2GB,452,Offline,Low,0,688,5787,1TB
Africa,Ghana,Ashanti,ABC Computers,2,HP,Spectre,SSD,Sheila Nichols,Repairs,24328,28489,Cash,451,2021-08-15,2021-09-01,0,4GB,415,Online,Low,3621,245,24336,256GB
North America,Ohio,Kettering,ABC Computers,4,Acer,Spin 5,SSD,Roger Cole,Second-hand Sales,13567,17101,Bank Transfer,408,2022-05-03,,0,8GB,625,Offline,High,0,463,16469,1TB
Africa,Botswana,Southern,Frankies Hardware and Software,3,Toshiba,Portege,SSD,Madison Davis,Second-hand Sales,16912,19712,Bank Transfer,255,2022-09-21,2022-10-19,0,2GB,554,Online,High,0,269,18935,1TB
Africa,Angola,Cuando Cubango,Ricks Computers,9,Asus,ProArt StudioBook Pro X,SSD,John Graham,Returns,6793,10580,Bank Transfer,534,2022-11-20,,0,4GB,408,Offline,Low,0,160,9969,256GB
North America,New York,Saratoga Springs,DEF Machines,4,Toshiba,Qosmio,HDD,Victoria Hodges,New Sales,5432,8380,Finance,686,2021-05-31,2021-06-25,7734,16GB,593,Online,High,0,61,7407,500GB
North America,California,Bakersfield,Frankies Hardware and Software,5,Apple,Apple Macintosh SE,SSD,Amber Montgomery,Repairs,29630,34056,Bank Transfer,103,2022-08-29,2022-08-31,0,2GB,640,Online,Low,4422,355,33400,1TB
Africa,Nigeria,Niger,Greens Laptops and PCs,2,Apple,Apple Macintosh SE,HDD,Mary Shaw,New Sales,20389,22706,Cash,643,2023-12-13,,0,16GB,421,Offline,Low,0,606,20897,256GB
Africa,Egypt,South Sinai,XYZ Tech,10,Dell,OptiPlex,HDD,Kelly Christian,Second-hand Sales,17479,20506,Finance,442,2022-11-15,2022-11-18,17422,8GB,420,Online,High,0,592,19124,500GB
North America,New York,Yonkers,S & A Computer Place,5,Samsung,Notebook 9 Pen,HDD,Janet Hall,New Sales,4637,9379,Finance,226,2021-06-01,2021-06-21,4527,8GB,459,Online,High,0,82,5285,256GB
Africa,Botswana,Kweneng,Jacks Hardware,4,Microsoft,Surface Book,HDD,Melissa Dunn,New Sales,6284,10620,Bank Transfer,424,2023-04-03,2023-05-03,0,4GB,622,Online,Low,0,485,6894,500GB
North America,North Carolina,Chapel Hill,KyaSand Tech Gadgets,8,Lenovo,IdeaPad 5,HDD,Brady Walton,New Sales,8863,10957,Finance,922,2021-05-05,2021-05-26,4302,16GB,581,Online,Medium,0,173,10738,500GB
North America,Florida,Gainesville,GH PC Shop,5,Dell,Inspiron,SSD,Richard Patterson,Second-hand Sales,14731,19237,Bank Transfer,847,2024-01-05,,0,2GB,608,Offline,Low,0,553,17867,256GB
Africa,South Africa,Western Cape,ABC Computers,9,Microsoft,Surface Go,SSD,Erin Williams,Returns,23867,26311,Cash,233,2023-05-17,2023-06-08,0,8GB,813,Online,Medium,0,523,23898,1TB
Africa,Botswana,Central,A & A PCs,4,Dell,XPS,SSD,Lisa Williams,Returns,20473,25417,Bank Transfer,117,2021-11-05,2021-12-05,0,8GB,474,Online,Low,0,385,23225,256GB
Africa,Tanzania,Songwe,S & A Computer Place,8,Microsoft,Surface Book,SSD,Jennifer Morales,New Sales,11541,15252,Cash,58,2022-11-25,2022-12-22,0,4GB,638,Online,Medium,0,90,12594,256GB
Africa,Egypt,Damietta,S & A Computer Place,10,Asus,ZenBook UX425,SSD,Evan Scott,Second-hand Sales,3341,5948,Cash,347,2023-01-17,,0,4GB,779,Offline,Medium,0,640,3350,500GB
